pt,w,Rɐsjunaɫ,racional
ru,w,nɪdərəbətɨvətsə,недорабатываться
ko,w,tisʰɯkʰo,디스코
de,r,hochsprachlich,hoxʃpʁaxlɪç
pt,r,articulado,ɐɾtikuladu
es,w,alaβastɾina,alabastrina
zh,r,发泄,fa˥˥ɕiɛ˥˩
eno,r,xobrialhwlf,korfavorite
ko,w,punβwaŋsʰa,분황사
pt,w,ĩpɾɨsizɐ̃w̃,imprecisão
nl,w,tipoxrafis,typografisch
tr,w,dʒesaɾɛtlændɪrmiʃɪz,cesaretlendirmişiz
fi,w,harmaːkaivaja,harmaakaivaja
fr,w,mekɔ̃dɥiziʁ,méconduisirent
nl,r,oenbesjrieën,unbəʃrijən
es,w,aðonaðos,adonados
it,w,arrwolamento,arruolamento
de,w,jaʊkɐln,jaukerln
ent,w,tʃial,tʃial
sh,w,bedatʃki,bedački
br,w,krom,krom
eno,w,malpatseto,wdoisanshʒ
pt,w,dɨzẽbɾu,dezembro
en,r,longest,lɑŋɡəst
fro,w,vɛksa,vèksa
it,w,iɱfjakkire,infiacchire
zh,r,困扰,kuən˥˩ʐau˨˩˦
ent,w,akordiɡante,akordiɡante
tr,w,ojaɫama,oyalama
es,w,aɣɾokimikos,agroquímicos
ko,r,광자,kwaŋdʑa
sh,w,ɡolozan,golozan
it,r,spleniale,spleniale
ent,r,peonio,peonio
ko,w,kopʰuɭt͈ak̚t͈eda,고풀딱대다
en,w,wæksi,waxy
en,w,eɪst,aced
zh,w,ku˨˩˦,鹄
fr,r,munichises,mynikiz
fro,r,plãtigrad,plɑ̃tiɡʁad
it,w,moneta,moneta
fr,w,otodefɑ̃d,autodéfende
tr,w,ɟelɪʃtiɾɪlmɛz,geliştirilmez
nl,r,samenvoegen,samənvuɣən
ent,w,eɡalidʒonte,eɡalidʒonte
tr,r,huzursuzlanmışsınız,huzʊrsʊzɫanmɯʃsɯnɯz
fi,w,tuhnata,tuhnata
de,r,nadelöhr,nadløɐ
eno,w,senpekiɡonte,smʃʃkvpʒzfta
en,w,lɛɡət,legate
eno,w,trawbo,ixervd
ko,r,건정건정,kʌ̹ndʑʌ̹ŋɡʌ̹ndʑʌ̹ŋ
en,w,əkliziæstɪk,ecclesiastic
ko,w,tɕaɡɯp̚tɕ͈adʑokʰada,자급자족하다
fi,r,pyörävikellys,pyørævɪkellys
zh,w,tɕiŋ˥˥tɕyan˥˥,经圈
ent,r,reakirite,reakirite
br,w,duaruriɛs,douarouriezh
fro,r,inèstétik,inɛstetik
en,r,gyrus,dʒaɪɹəs
br,r,anvan,ãnvãn
fi,r,alamäkiajo,alamækɪajo
eo,r,avidite,avidite
fi,r,kirjainsana,kirjainsana
de,r,schlingeln,ʃlɪŋln
zh,r,参看,tsan˥˥kan˥˩
eno,w,ɡranatujo,eoulʃmɡjf
ru,r,задрафтованный,zədrəftəvənɨj
ru,r,амхарский,ɐmxərskɪj
es,w,jendo,urdiendo
br,w,laɛrɑdɛn,laeradenn
nl,r,maiswortelkever,mɑjswɔrtəlkevər
ar,r,تُعْرَبُوْا,tuʕrabuːaː
br,r,bourc'h,burx
tr,r,yutturmaca,jʊttʊrmadʒa
eno,w,aneksinte,pʃdbexatw
nl,w,naɫt,naald
tr,w,tændɛr,tender
en,r,contemn,kəntɛm
ru,r,начхавши,nətɕxəfʂɨ
ar,r,عَمَّلْنَ,ʕamalna
zh,w,ʂuo˥˩,烁
zh,r,继室,tɕi˥˩ʂʅ˥˩
es,r,habrían,aβɾian
nl,r,beetje,beːtʃjə
tr,r,biryapımlayıcı,bɪrjapɯmɫajɯdʒɯ
pt,r,asfalto,ɐʃfaɫtu
en,r,fetiales,fiːʃəleɪs
eo,w,akso,akso
ru,w,rəskɐɐrdɪnɪrəvətsə,раскоординироваться
it,r,diverso,divɛrso
ent,w,submetidʒo,submetidʒo
zh,r,过过,kuo˥˩kuo
fr,w,apɔflɛɡmatizasjɔ̃,apophlegmatisassions
ent,r,aɡatsote,aɡatsote
fro,w,ʁəkʁasa,rekrasa
ar,r,اُنْبُتُوْا,unbutuːaː
fi,r,kanervisara,kanervisara
de,w,kleʁikalə,klerikale
ko,w,tʰansʰʌ̹ŋtɕʰe,탄성체
eno,w,epilobio,mhbnɡkʒa
it,w,skompiʎʎare,scompigliare
it,w,ribassista,ribassista
eo,r,virkaraso,virkaraso
fi,r,parapähkinäpuut,parapæhkɪnæpuːt
pt,r,tristeza,tɾiʃtezɐ
ent,r,preterkurinte,preterkurinte
zh,w,kou˥˩xuan˧˥,扣环
en,w,kæstɹeɪtɹɪsiːz,castratrices
ent,w,retkafejo,retkafejo
eno,r,ʃfmahʃlkk,elektrona
it,w,raffortsativo,rafforzativo
de,r,verquöllt,fɛɐkvœlt
it,r,emblematicamente,emblɛmatikamente
en,r,kludgie,klʌdʒi
eo,r,verkate,verkate
es,r,relajadoramente,relaxaðoɾamente
ent,r,malkonstruante,malkonstruante
fi,r,sopimusrikkomus,sopɪmusrɪkːomus
fr,w,klistəʁɛ,clisterait
ko,w,poonbjʌ̹ŋ,보온병
ko,w,hank͈ɯt̚,한끝
eo,r,plaĉo,platʃo
ko,r,말라위,maɭɭaɥi
it,r,distrutti,distrutti
sh,r,prilagačica,prilaɡatʃitsa
en,r,bedraggled,bɪdɹæɡld
ru,w,zəʂlɪfəvɨvət,зашлифовывать
fr,w,ɑ̃tʁeklɛʁəʁɛ,entréclairerait
eno,w,sensoifiɡinte,zihmzstbjonnl
ru,w,mɪlədɪkləmətər,мелодекламатор
sh,r,diazo,diazo
fro,r,sekakal,səkakal
tr,w,tɛrtɪplɪ,tertipli
nl,w,mɑʃinə,machine
fr,r,araméophones,aʁameofɔn
es,r,obsoleto,oβsoleto
br,r,afomp,afɔ̃mp
ent,w,ɡrafitiɡate,ɡrafitiɡate
sh,w,montaʒa,montaža
br,r,diskrogomp,diskroɡɔ̃mp
de,r,pasteurisierst,pastøʁiziɐst
fi,w,lorwɪlla,loruilla
ru,r,распояской,rəspəjɪskəj
de,r,zerhauest,tsɛɐhaʊəst
pt,w,iʃkwɐdɾɐ̃w̃,esquadrão
eo,r,poŝtaĵo,poʃtaʒo
sh,r,drugarski,druɡarski
fi,r,eksergia,ekserɡia
br,r,dlefes,dlefes
es,r,orinando,ando
ent,w,berlinano,berlinano
it,r,giaguaro,ʤaɡwaro
fi,r,kansallistanut,kansallistanut
eo,r,alikonstruote,alikonstruote
sh,w,prikiʋati,prikivati
eno,r,vimdulv,remante
zh,r,数年,ʂu˥˩niɛn˧˥
es,w,lexanisimos,lejanísimos
ent,w,rekomendate,rekomendate
tr,w,dojasɯja,doyasıya
fro,r,remãké,ʁəmɑ̃ke
fi,r,monistimme,monɪstimme
de,w,meɡalomanɪʃstəs,megalomanischstes
en,w,bʌmpəɹ,bumper
sh,r,kroatofilija,kroatofilija
pt,r,sombra,sõbɾɐ
tr,r,davrandırmışlar,davrandɯrmɯʃɫar
fi,r,sääntelijä,sæːntelijæ
pt,w,fɾɛʃtɐ,fresta
zh,w,mən˧˥tau˥˩,门道
tr,w,inɛrlɛr,inerler
de,r,vorangetrieben,foʁanɡətʁibn
eo,r,dialektaro,dialektaro
eo,r,luate,luate
zh,w,ʐʅ˥˩tɕiɛn˥˩,日渐
fi,r,avaaja,avaːja
fr,r,remoities,ʁəmwati
fro,w,ʁɔdjɔ̃,rodyõ
es,w,koondeɾ,cohonder
fro,w,ʁəkɔmytəʁe,rekomuteré
tr,w,anɫaʃmak,anlaşmak
ru,w,dɪpəlɪtɪzɪrəvəfʂɨs,деполитизировавшись
eo,w,ɡobiido,gobiido
tr,r,tabip,tabɪp
it,r,assolutismo,assolutizmo
ru,w,ɪzlʊtɕɪtsə,излучиться
